30,12,3,27
6,2,0,6
29,11,3,26
21,8,2,19
29,11,3,26
24,9,3,21
19,7,2,17
20,8,2,18
10,4,1,9
29,11,3,26
17,6,1,16
18,7,1,17
9,3,1,8
28,11,2,26
30,12,3,27
30,12,3,27
28,11,3,25
19,7,1,18
7,2,0,7
13,5,1,12
21,8,2,19
13,5,1,12
22,8,2,20
29,11,3,26
8,3,1,7
22,8,2,20
24,9,3,21
11,4,1,10
7,2,0,7
6,2,0,6
10,4,1,9
29,11,3,26
19,7,2,17
24,9,2,22
27,10,2,25
15,6,1,14
10,4,1,9
26,10,2,24
17,6,1,16
16,6,1,15
17,6,1,16
11,4,1,10
24,9,2,22
26,10,2,24
5,2,0,5
5,2,0,5
7,2,0,7
15,6,1,14
20,8,2,18
18,7,2,16
23,9,2,21
6,2,0,6
25,10,2,23
26,10,3,23
16,6,2,14
27,10,3,24
14,5,1,13
22,8,2,20
26,10,2,24
25,10,2,23
22,8,2,20
6,2,0,6
8,3,0,8
15,6,1,14
10,4,1,9
15,6,1,14
27,10,2,25
5,2,0,5
26,10,2,24
8,3,0,8
18,7,1,17
16,6,1,15
17,6,1,16
28,11,3,25
28,11,2,26
5,2,0,5
22,8,2,20
6,2,0,6
10,4,1,9
13,5,1,12
11,4,1,10
30,12,3,27
30,12,3,27
9,3,1,8
28,11,3,25
27,10,3,24
30,12,3,27
19,7,2,17
16,6,1,15
18,7,2,16
6,2,0,6
7,2,0,7
14,5,1,13
10,4,1,9
26,10,2,24
27,10,2,25
9,3,0,9
25,10,2,23
11,4,1,10
30,12,3,27
5,2,0,5
13,5,1,12
19,7,1,18
18,7,2,16
17,6,2,15
30,12,3,27
24,9,3,21
25,10,2,23
26,10,2,24
23,9,2,21
28,11,3,25
13,5,1,12
21,8,2,19
21,8,2,19
27,10,3,24
20,8,2,18
30,12,3,27
8,3,1,7
16,6,2,14
27,10,3,24
16,6,1,15
7,2,0,7
30,12,3,27
26,10,2,24
14,5,1,13
8,3,0,8
23,9,2,21
5,2,0,5
24,9,2,22
29,11,3,26
23,9,2,21
30,12,3,27
7,2,0,7
22,8,2,20
29,11,3,26
23,9,2,21
17,6,1,16
8,3,1,7
8,3,0,8
11,4,1,10
6,2,0,6
30,12,3,27
12,4,1,11
20,8,2,18
10,4,1,9
15,6,1,14
6,2,0,6
17,6,1,16
19,7,2,17
24,9,3,21
19,7,1,18
17,6,1,16
14,5,1,13
17,6,2,15
11,4,1,10
6,2,0,6
30,12,3,27
22,8,2,20
6,2,0,6
12,4,1,11
27,10,3,24
30,12,3,27
6,2,0,6
22,8,2,20
15,6,1,14
26,10,3,23
17,6,1,16
11,4,1,10
27,10,2,25
13,5,1,12
28,11,3,25
24,9,3,21
5,2,0,5
8,3,1,7
9,3,1,8
20,8,2,18
6,2,0,6
23,9,2,21
13,5,1,12
18,7,2,16
27,10,2,25
21,8,2,19
27,10,2,25
12,4,1,11
10,4,1,9
27,10,2,25
11,4,1,10
18,7,2,16
26,10,3,23
24,9,3,21
22,8,2,20
6,2,0,6
11,4,1,10
13,5,1,12
28,11,3,25
29,11,3,26
13,5,1,12
24,9,2,22
10,4,1,9
11,4,1,10
17,6,2,15
6,2,0,6
13,5,1,12
11,4,1,10
24,9,2,22
8,3,0,8
11,4,1,10
14,5,1,13
12,4,1,11
9,3,1,8
28,11,3,25
17,6,1,16
20,8,2,18
24,9,3,21
12,4,1,11
8,3,0,8
10,4,1,9
13,5,1,12
14,5,1,13
21,8,2,19
14,5,1,13
23,9,2,21
22,8,2,20
8,3,0,8
23,9,2,21
26,10,3,23
28,11,3,25
20,8,2,18
22,8,2,20
12,4,1,11
15,6,1,14
25,10,2,23
28,11,3,25
28,11,3,25
26,10,2,24
22,8,2,20
20,8,2,18
30,12,3,27
26,10,3,23
6,2,0,6
15,6,1,14
27,10,3,24
18,7,2,16
27,10,2,25
5,2,0,5
27,10,3,24
18,7,2,16
24,9,2,22
8,3,0,8
22,8,2,20
15,6,1,14
6,2,0,6
10,4,1,9
16,6,1,15
22,8,2,20
26,10,2,24
12,4,1,11
25,10,2,23
23,9,2,21
11,4,1,10
5,2,0,5
28,11,3,25
17,6,2,15
19,7,1,18
25,10,2,23
5,2,0,5
28,11,2,26
29,11,3,26
22,8,2,20
5,2,0,5
20,8,2,18
22,8,2,20
13,5,1,12
19,7,2,17
6,2,0,6
6,2,0,6
16,6,2,14
12,4,1,11
10,4,1,9
30,12,3,27
12,4,1,11
8,3,1,7
12,4,1,11
29,11,3,26
13,5,1,12
23,9,2,21
28,11,3,25
12,4,1,11
9,3,0,9
13,5,1,12
8,3,1,7
6,2,0,6
13,5,1,12
18,7,1,17
6,2,0,6
25,10,2,23
7,2,0,7
15,6,1,14
22,8,2,20
28,11,3,25
7,2,0,7
17,6,2,15
9,3,1,8
22,8,2,20
23,9,2,21
22,8,2,20
16,6,1,15
7,2,0,7
26,10,3,23
6,2,0,6
30,12,3,27
26,10,2,24
5,2,0,5
28,11,3,25
28,11,3,25
10,4,1,9
30,12,3,27
23,9,2,21
23,9,2,21
7,2,0,7
25,10,2,23
14,5,1,13
13,5,1,12
12,4,1,11
12,4,1,11
28,11,3,25
18,7,1,17
16,6,1,15
6,2,0,6
25,10,2,23
10,4,1,9
19,7,1,18
19,7,2,17
18,7,2,16
27,10,2,25
12,4,1,11
26,10,2,24
12,4,1,11
23,9,2,21
30,12,3,27
21,8,2,19
21,8,2,19
10,4,1,9
25,10,2,23
28,11,3,25
26,10,2,24
21,8,2,19
26,10,3,23
30,12,3,27
20,8,2,18
30,12,3,27
20,8,2,18
9,3,1,8
5,2,0,5
11,4,1,10
14,5,1,13
24,9,2,22
8,3,0,8
18,7,2,16
6,2,0,6
19,7,2,17
9,3,0,9
17,6,1,16
25,10,2,23
7,2,0,7
27,10,3,24
23,9,2,21
23,9,2,21
27,10,3,24
29,11,2,27
11,4,1,10
25,10,2,23
13,5,1,12
19,7,2,17
18,7,2,16
7,2,0,7
29,11,2,27
20,8,2,18
12,4,1,11
12,4,1,11
10,4,1,9
5,2,0,5
15,6,1,14
26,10,2,24
22,8,2,20
17,6,2,15
17,6,1,16
15,6,1,14
21,8,2,19
12,4,1,11
23,9,2,21
6,2,0,6
21,8,2,19
28,11,3,25
6,2,0,6
8,3,1,7
7,2,0,7
16,6,1,15
5,2,0,5
15,6,1,14
28,11,3,25
10,4,1,9
13,5,1,12
14,5,1,13
8,3,1,7
7,2,0,7
13,5,1,12
20,8,2,18
23,9,2,21
9,3,1,8
20,8,2,18
23,9,2,21
14,5,1,13
30,12,3,27
15,6,1,14
13,5,1,12
13,5,1,12
9,3,1,8
19,7,1,18
28,11,2,26
22,8,2,20
8,3,0,8
21,8,2,19
27,10,2,25
8,3,0,8
24,9,2,22
16,6,1,15
20,8,2,18
15,6,1,14
8,3,0,8
11,4,1,10
21,8,2,19
13,5,1,12
11,4,1,10
20,8,2,18
14,5,1,13
15,6,1,14
9,3,1,8
27,10,2,25
23,9,2,21
6,2,0,6
25,10,2,23
8,3,0,8
10,4,1,9
23,9,2,21
8,3,0,8
15,6,1,14
19,7,2,17
14,5,1,13
23,9,2,21
20,8,2,18
13,5,1,12
11,4,1,10
10,4,1,9
19,7,2,17
12,4,1,11
17,6,1,16
13,5,1,12
18,7,2,16
20,8,2,18
25,10,2,23
9,3,1,8
7,2,0,7
9,3,0,9
20,8,2,18
10,4,1,9
16,6,2,14
14,5,1,13
13,5,1,12
20,8,2,18
25,10,2,23
5,2,0,5
15,6,1,14
24,9,2,22
15,6,1,14
21,8,2,19
7,2,0,7
21,8,2,19
30,12,3,27
25,10,2,23
23,9,2,21
14,5,1,13
21,8,2,19
6,2,0,6
20,8,2,18
12,4,1,11
16,6,1,15
30,12,3,27
18,7,1,17
13,5,1,12
18,7,2,16
9,3,1,8
30,12,3,27
27,10,2,25
14,5,1,13
11,4,1,10
12,4,1,11
25,10,3,22
18,7,2,16
7,2,0,7
7,2,0,7
14,5,1,13
15,6,1,14
11,4,1,10
11,4,1,10
9,3,0,9
29,11,2,27
28,11,3,25
25,10,2,23
13,5,1,12
23,9,2,21
24,9,3,21
27,10,3,24
26,10,2,24
10,4,1,9
21,8,2,19
11,4,1,10
30,12,3,27
13,5,1,12
10,4,1,9
11,4,1,10
6,2,0,6
27,10,2,25
26,10,2,24
15,6,1,14
20,8,2,18
14,5,1,13
23,9,2,21
22,8,2,20
8,3,0,8
20,8,2,18
6,2,0,6
5,2,0,5
7,2,0,7
23,9,2,21
7,2,0,7
7,2,0,7
8,3,0,8
30,12,3,27
30,12,3,27
25,10,2,23
15,6,1,14
13,5,1,12
22,8,2,20
11,4,1,10
27,10,3,24
22,8,2,20
15,6,1,14
18,7,2,16
20,8,2,18
11,4,1,10
27,10,2,25
27,10,3,24
29,11,3,26
12,4,1,11
21,8,2,19
19,7,2,17
14,5,1,13
30,12,3,27
25,10,2,23
13,5,1,12
28,11,2,26
9,3,0,9
19,7,2,17
26,10,2,24
8,3,0,8
15,6,1,14
25,10,2,23
30,12,3,27
8,3,0,8
17,6,1,16
10,4,1,9
10,4,1,9
23,9,2,21
20,8,2,18
28,11,3,25
5,2,0,5
19,7,2,17
12,4,1,11
18,7,2,16
10,4,1,9
13,5,1,12
19,7,1,18
25,10,2,23
20,8,2,18
5,2,0,5
21,8,2,19
21,8,2,19
30,12,3,27
18,7,2,16
11,4,1,10
8,3,0,8
22,8,2,20
17,6,1,16
29,11,3,26
8,3,0,8
6,2,0,6
14,5,1,13
28,11,3,25
10,4,1,9
17,6,1,16
20,8,2,18
27,10,2,25
9,3,0,9
24,9,3,21
9,3,0,9
21,8,2,19
21,8,2,19
8,3,1,7
6,2,0,6
19,7,1,18
6,2,0,6
25,10,2,23
nacidos-complicaciones-mortalidad-natalidad
18,7,2,16
25,10,3,22
20,8,2,18
22,8,2,20
6,2,0,6
14,5,1,13
11,4,1,10
27,10,2,25
16,6,1,15
14,5,1,13
14,5,1,13
20,8,2,18
21,8,2,19
13,5,1,12
26,10,2,24
5,2,0,5
20,8,2,18
16,6,1,15
21,8,2,19
9,3,1,8
28,11,2,26
6,2,0,6
29,11,2,27
16,6,1,15
27,10,3,24
11,4,1,10
16,6,1,15
