nacidos-sanos-complicaciones-enfermos-mortalidad-natalidad
12,9,4,3,1,11
11,8,4,3,1,10
22,17,8,5,2,20
5,4,2,1,0,5
22,17,8,5,2,20
19,15,7,4,2,17
18,14,7,4,1,17
14,11,5,3,1,13
25,20,10,5,2,23
30,24,12,6,3,27
25,20,10,5,2,23
18,14,7,4,2,16
21,16,8,5,2,19
14,11,5,3,1,13
7,5,2,2,0,7
26,20,10,6,2,24
12,9,4,3,1,11
28,22,11,6,3,25
19,15,7,4,2,17
28,22,11,6,3,25
17,13,6,4,1,16
29,23,11,6,3,26
23,18,9,5,2,21
29,23,11,6,3,26
24,19,9,5,3,21
13,10,5,3,1,12
13,10,5,3,1,12
8,6,3,2,0,8
26,20,10,6,2,24
25,20,10,5,2,23
18,14,7,4,2,16
11,8,4,3,1,10
14,11,5,3,1,13
19,15,7,4,2,17
21,16,8,5,2,19
5,4,2,1,0,5
19,15,7,4,1,18
6,4,2,2,0,6
13,10,5,3,1,12
24,19,9,5,2,22
28,22,11,6,3,25
14,11,5,3,1,13
28,22,11,6,2,26
5,4,2,1,0,5
9,7,3,2,0,9
10,8,4,2,1,9
10,8,4,2,1,9
12,9,4,3,1,11
10,8,4,2,1,9
6,4,2,2,0,6
19,15,7,4,2,17
19,15,7,4,2,17
27,21,10,6,2,25
8,6,3,2,1,7
13,10,5,3,1,12
27,21,10,6,3,24
18,14,7,4,1,17
22,17,8,5,2,20
27,21,10,6,3,24
12,9,4,3,1,11
25,20,10,5,2,23
15,12,6,3,1,14
6,4,2,2,0,6
25,20,10,5,2,23
22,17,8,5,2,20
6,4,2,2,0,6
12,9,4,3,1,11
11,8,4,3,1,10
29,23,11,6,2,27
23,18,9,5,2,21
22,17,8,5,2,20
8,6,3,2,1,7
7,5,2,2,0,7
12,9,4,3,1,11
18,14,7,4,2,16
13,10,5,3,1,12
30,24,12,6,3,27
22,17,8,5,2,20
30,24,12,6,3,27
7,5,2,2,0,7
5,4,2,1,0,5
26,20,10,6,2,24
7,5,2,2,0,7
27,21,10,6,3,24
29,23,11,6,3,26
26,20,10,6,2,24
22,17,8,5,2,20
12,9,4,3,1,11
29,23,11,6,3,26
30,24,12,6,3,27
28,22,11,6,2,26
16,12,6,4,1,15
11,8,4,3,1,10
5,4,2,1,0,5
8,6,3,2,0,8
12,9,4,3,1,11
28,22,11,6,2,26
10,8,4,2,1,9
29,23,11,6,2,27
10,8,4,2,1,9
20,16,8,4,2,18
29,23,11,6,2,27
23,18,9,5,2,21
26,20,10,6,2,24
27,21,10,6,3,24
16,12,6,4,1,15
28,22,11,6,2,26
20,16,8,4,2,18
24,19,9,5,2,22
9,7,3,2,1,8
10,8,4,2,1,9
18,14,7,4,1,17
26,20,10,6,3,23
11,8,4,3,1,10
13,10,5,3,1,12
6,4,2,2,0,6
11,8,4,3,1,10
18,14,7,4,2,16
5,4,2,1,0,5
19,15,7,4,2,17
25,20,10,5,3,22
9,7,3,2,1,8
27,21,10,6,3,24
18,14,7,4,2,16
11,8,4,3,1,10
6,4,2,2,0,6
14,11,5,3,1,13
19,15,7,4,2,17
20,16,8,4,2,18
30,24,12,6,3,27
28,22,11,6,2,26
21,16,8,5,2,19
17,13,6,4,1,16
19,15,7,4,2,17
6,4,2,2,0,6
18,14,7,4,2,16
11,8,4,3,1,10
28,22,11,6,2,26
18,14,7,4,2,16
17,13,6,4,1,16
17,13,6,4,1,16
15,12,6,3,1,14
24,19,9,5,2,22
26,20,10,6,2,24
9,7,3,2,1,8
11,8,4,3,1,10
14,11,5,3,1,13
19,15,7,4,2,17
13,10,5,3,1,12
6,4,2,2,0,6
23,18,9,5,2,21
13,10,5,3,1,12
17,13,6,4,1,16
17,13,6,4,2,15
16,12,6,4,1,15
26,20,10,6,2,24
25,20,10,5,3,22
21,16,8,5,2,19
25,20,10,5,2,23
8,6,3,2,0,8
21,16,8,5,2,19
25,20,10,5,2,23
9,7,3,2,1,8
9,7,3,2,1,8
20,16,8,4,2,18
26,20,10,6,3,23
30,24,12,6,3,27
8,6,3,2,0,8
12,9,4,3,1,11
12,9,4,3,1,11
28,22,11,6,3,25
14,11,5,3,1,13
26,20,10,6,2,24
21,16,8,5,2,19
17,13,6,4,1,16
9,7,3,2,1,8
17,13,6,4,1,16
15,12,6,3,1,14
30,24,12,6,3,27
28,22,11,6,2,26
23,18,9,5,2,21
14,11,5,3,1,13
13,10,5,3,1,12
22,17,8,5,2,20
24,19,9,5,3,21
7,5,2,2,0,7
26,20,10,6,2,24
15,12,6,3,1,14
24,19,9,5,3,21
8,6,3,2,0,8
20,16,8,4,2,18
6,4,2,2,0,6
25,20,10,5,2,23
27,21,10,6,3,24
23,18,9,5,2,21
8,6,3,2,1,7
15,12,6,3,1,14
16,12,6,4,1,15
28,22,11,6,3,25
7,5,2,2,0,7
27,21,10,6,3,24
20,16,8,4,2,18
5,4,2,1,0,5
9,7,3,2,0,9
11,8,4,3,1,10
17,13,6,4,1,16
9,7,3,2,1,8
12,9,4,3,1,11
25,20,10,5,3,22
27,21,10,6,2,25
11,8,4,3,1,10
5,4,2,1,0,5
25,20,10,5,3,22
16,12,6,4,1,15
6,4,2,2,0,6
19,15,7,4,2,17
23,18,9,5,2,21
18,14,7,4,2,16
11,8,4,3,1,10
12,9,4,3,1,11
13,10,5,3,1,12
27,21,10,6,3,24
14,11,5,3,1,13
15,12,6,3,1,14
11,8,4,3,1,10
19,15,7,4,2,17
18,14,7,4,2,16
20,16,8,4,2,18
5,4,2,1,0,5
20,16,8,4,2,18
17,13,6,4,1,16
20,16,8,4,2,18
10,8,4,2,1,9
12,9,4,3,1,11
30,24,12,6,3,27
25,20,10,5,2,23
11,8,4,3,1,10
11,8,4,3,1,10
14,11,5,3,1,13
10,8,4,2,1,9
12,9,4,3,1,11
24,19,9,5,2,22
17,13,6,4,1,16
8,6,3,2,0,8
28,22,11,6,2,26
15,12,6,3,1,14
12,9,4,3,1,11
21,16,8,5,2,19
10,8,4,2,1,9
14,11,5,3,1,13
12,9,4,3,1,11
14,11,5,3,1,13
30,24,12,6,3,27
9,7,3,2,1,8
15,12,6,3,1,14
29,23,11,6,2,27
5,4,2,1,0,5
25,20,10,5,3,22
6,4,2,2,0,6
25,20,10,5,2,23
25,20,10,5,3,22
13,10,5,3,1,12
27,21,10,6,3,24
10,8,4,2,1,9
15,12,6,3,1,14
17,13,6,4,2,15
27,21,10,6,2,25
20,16,8,4,2,18
25,20,10,5,3,22
14,11,5,3,1,13
16,12,6,4,1,15
17,13,6,4,1,16
9,7,3,2,1,8
8,6,3,2,1,7
5,4,2,1,0,5
13,10,5,3,1,12
18,14,7,4,2,16
30,24,12,6,3,27
20,16,8,4,2,18
25,20,10,5,3,22
30,24,12,6,3,27
11,8,4,3,1,10
14,11,5,3,1,13
21,16,8,5,2,19
13,10,5,3,1,12
10,8,4,2,1,9
15,12,6,3,1,14
25,20,10,5,3,22
21,16,8,5,2,19
7,5,2,2,0,7
11,8,4,3,1,10
9,7,3,2,1,8
17,13,6,4,2,15
17,13,6,4,1,16
20,16,8,4,2,18
28,22,11,6,2,26
23,18,9,5,2,21
29,23,11,6,3,26
10,8,4,2,1,9
6,4,2,2,0,6
6,4,2,2,0,6
18,14,7,4,2,16
21,16,8,5,2,19
27,21,10,6,3,24
30,24,12,6,3,27
20,16,8,4,2,18
29,23,11,6,2,27
10,8,4,2,1,9
10,8,4,2,1,9
15,12,6,3,1,14
16,12,6,4,2,14
14,11,5,3,1,13
22,17,8,5,2,20
14,11,5,3,1,13
28,22,11,6,3,25
15,12,6,3,1,14
7,5,2,2,0,7
17,13,6,4,2,15
14,11,5,3,1,13
27,21,10,6,3,24
6,4,2,2,0,6
6,4,2,2,0,6
5,4,2,1,0,5
14,11,5,3,1,13
29,23,11,6,3,26
28,22,11,6,3,25
12,9,4,3,1,11
9,7,3,2,1,8
24,19,9,5,3,21
22,17,8,5,2,20
13,10,5,3,1,12
14,11,5,3,1,13
27,21,10,6,2,25
27,21,10,6,3,24
12,9,4,3,1,11
7,5,2,2,0,7
18,14,7,4,1,17
24,19,9,5,2,22
25,20,10,5,2,23
19,15,7,4,1,18
16,12,6,4,1,15
5,4,2,1,0,5
5,4,2,1,0,5
24,19,9,5,3,21
15,12,6,3,1,14
26,20,10,6,2,24
16,12,6,4,1,15
16,12,6,4,1,15
30,24,12,6,3,27
11,8,4,3,1,10
29,23,11,6,3,26
18,14,7,4,1,17
6,4,2,2,0,6
12,9,4,3,1,11
12,9,4,3,1,11
20,16,8,4,2,18
17,13,6,4,1,16
7,5,2,2,0,7
23,18,9,5,2,21
6,4,2,2,0,6
27,21,10,6,2,25
22,17,8,5,2,20
21,16,8,5,2,19
13,10,5,3,1,12
30,24,12,6,3,27
5,4,2,1,0,5
9,7,3,2,1,8
14,11,5,3,1,13
5,4,2,1,0,5
24,19,9,5,2,22
22,17,8,5,2,20
10,8,4,2,1,9
12,9,4,3,1,11
13,10,5,3,1,12
23,18,9,5,2,21
25,20,10,5,2,23
19,15,7,4,1,18
6,4,2,2,0,6
25,20,10,5,3,22
26,20,10,6,3,23
18,14,7,4,2,16
28,22,11,6,3,25
6,4,2,2,0,6
25,20,10,5,3,22
13,10,5,3,1,12
23,18,9,5,2,21
10,8,4,2,1,9
26,20,10,6,3,23
25,20,10,5,3,22
5,4,2,1,0,5
10,8,4,2,1,9
26,20,10,6,2,24
19,15,7,4,2,17
19,15,7,4,2,17
16,12,6,4,1,15
9,7,3,2,1,8
14,11,5,3,1,13
19,15,7,4,2,17
12,9,4,3,1,11
19,15,7,4,1,18
15,12,6,3,1,14
8,6,3,2,0,8
19,15,7,4,2,17
23,18,9,5,2,21
12,9,4,3,1,11
26,20,10,6,2,24
30,24,12,6,3,27
9,7,3,2,0,9
13,10,5,3,1,12
11,8,4,3,1,10
10,8,4,2,1,9
21,16,8,5,2,19
19,15,7,4,1,18
17,13,6,4,1,16
16,12,6,4,2,14
7,5,2,2,0,7
14,11,5,3,1,13
18,14,7,4,2,16
23,18,9,5,2,21
8,6,3,2,0,8
13,10,5,3,1,12
16,12,6,4,2,14
5,4,2,1,0,5
5,4,2,1,0,5
20,16,8,4,2,18
13,10,5,3,1,12
26,20,10,6,2,24
15,12,6,3,1,14
10,8,4,2,1,9
8,6,3,2,0,8
21,16,8,5,2,19
12,9,4,3,1,11
22,17,8,5,2,20
20,16,8,4,2,18
9,7,3,2,0,9
8,6,3,2,0,8
11,8,4,3,1,10
22,17,8,5,2,20
17,13,6,4,1,16
27,21,10,6,3,24
24,19,9,5,2,22
29,23,11,6,2,27
15,12,6,3,1,14
16,12,6,4,1,15
21,16,8,5,2,19
24,19,9,5,2,22
8,6,3,2,0,8
5,4,2,1,0,5
6,4,2,2,0,6
15,12,6,3,1,14
7,5,2,2,0,7
14,11,5,3,1,13
20,16,8,4,2,18
14,11,5,3,1,13
18,14,7,4,2,16
28,22,11,6,2,26
8,6,3,2,0,8
26,20,10,6,2,24
9,7,3,2,1,8
23,18,9,5,2,21
21,16,8,5,2,19
13,10,5,3,1,12
10,8,4,2,1,9
8,6,3,2,0,8
18,14,7,4,2,16
7,5,2,2,0,7
6,4,2,2,0,6
24,19,9,5,2,22
11,8,4,3,1,10
16,12,6,4,1,15
17,13,6,4,1,16
10,8,4,2,1,9
17,13,6,4,1,16
26,20,10,6,3,23
19,15,7,4,2,17
6,4,2,2,0,6
23,18,9,5,2,21
18,14,7,4,1,17
17,13,6,4,1,16
6,4,2,2,0,6
20,16,8,4,2,18
12,9,4,3,1,11
28,22,11,6,2,26
18,14,7,4,1,17
12,9,4,3,1,11
29,23,11,6,3,26
21,16,8,5,2,19
13,10,5,3,1,12
15,12,6,3,1,14
21,16,8,5,2,19
28,22,11,6,3,25
16,12,6,4,1,15
30,24,12,6,3,27
30,24,12,6,3,27
8,6,3,2,0,8
16,12,6,4,2,14
21,16,8,5,2,19
7,5,2,2,0,7
18,14,7,4,2,16
15,12,6,3,1,14
21,16,8,5,2,19
21,16,8,5,2,19
21,16,8,5,2,19
5,4,2,1,0,5
6,4,2,2,0,6
27,21,10,6,2,25
14,11,5,3,1,13
8,6,3,2,0,8
13,10,5,3,1,12
15,12,6,3,1,14
10,8,4,2,1,9
6,4,2,2,0,6
26,20,10,6,3,23
6,4,2,2,0,6
11,8,4,3,1,10
6,4,2,2,0,6
14,11,5,3,1,13
11,8,4,3,1,10
28,22,11,6,3,25
30,24,12,6,3,27
14,11,5,3,1,13
27,21,10,6,3,24
8,6,3,2,1,7
15,12,6,3,1,14
27,21,10,6,3,24
27,21,10,6,3,24
16,12,6,4,1,15
23,18,9,5,2,21
20,16,8,4,2,18
6,4,2,2,0,6
18,14,7,4,2,16
13,10,5,3,1,12
8,6,3,2,0,8
19,15,7,4,2,17
12,9,4,3,1,11
12,9,4,3,1,11
27,21,10,6,2,25
22,17,8,5,2,20
15,12,6,3,1,14
29,23,11,6,3,26
30,24,12,6,3,27
9,7,3,2,1,8
24,19,9,5,2,22
18,14,7,4,1,17
18,14,7,4,2,16
5,4,2,1,0,5
21,16,8,5,2,19
8,6,3,2,1,7
28,22,11,6,3,25
24,19,9,5,2,22
24,19,9,5,2,22
13,10,5,3,1,12
29,23,11,6,3,26
24,19,9,5,2,22
23,18,9,5,2,21
17,13,6,4,1,16
22,17,8,5,2,20
29,23,11,6,3,26
7,5,2,2,0,7
10,8,4,2,1,9
7,5,2,2,0,7
5,4,2,1,0,5
19,15,7,4,1,18
8,6,3,2,0,8
9,7,3,2,0,9
10,8,4,2,1,9
21,16,8,5,2,19
25,20,10,5,2,23
13,10,5,3,1,12
18,14,7,4,1,17
10,8,4,2,1,9
29,23,11,6,2,27
17,13,6,4,1,16
19,15,7,4,1,18
5,4,2,1,0,5
24,19,9,5,3,21
6,4,2,2,0,6
17,13,6,4,2,15
5,4,2,1,0,5
16,12,6,4,1,15
29,23,11,6,3,26
14,11,5,3,1,13
25,20,10,5,2,23
30,24,12,6,3,27
23,18,9,5,2,21
9,7,3,2,1,8
6,4,2,2,0,6
10,8,4,2,1,9
21,16,8,5,2,19
14,11,5,3,1,13
17,13,6,4,2,15
21,16,8,5,2,19
6,4,2,2,0,6
22,17,8,5,2,20
12,9,4,3,1,11
23,18,9,5,2,21
9,7,3,2,0,9
24,19,9,5,2,22
15,12,6,3,1,14
17,13,6,4,1,16
8,6,3,2,0,8
20,16,8,4,2,18
10,8,4,2,1,9
12,9,4,3,1,11
28,22,11,6,2,26
29,23,11,6,2,27
12,9,4,3,1,11
21,16,8,5,2,19
10,8,4,2,1,9
24,19,9,5,3,21
25,20,10,5,2,23
13,10,5,3,1,12
18,14,7,4,2,16
19,15,7,4,2,17
17,13,6,4,1,16
22,17,8,5,2,20
5,4,2,1,0,5
7,5,2,2,0,7
24,19,9,5,3,21
24,19,9,5,2,22
19,15,7,4,2,17
11,8,4,3,1,10
9,7,3,2,0,9
7,5,2,2,0,7
22,17,8,5,2,20
25,20,10,5,2,23
22,17,8,5,2,20
12,9,4,3,1,11
17,13,6,4,2,15
14,11,5,3,1,13
18,14,7,4,2,16
13,10,5,3,1,12
23,18,9,5,2,21
30,24,12,6,3,27
29,23,11,6,3,26
20,16,8,4,2,18
14,11,5,3,1,13
8,6,3,2,0,8
28,22,11,6,2,26
7,5,2,2,0,7
17,13,6,4,2,15
11,8,4,3,1,10
11,8,4,3,1,10
6,4,2,2,0,6
8,6,3,2,0,8
18,14,7,4,1,17
15,12,6,3,1,14
7,5,2,2,0,7
30,24,12,6,3,27
24,19,9,5,2,22
28,22,11,6,2,26
28,22,11,6,3,25
19,15,7,4,2,17
16,12,6,4,1,15
27,21,10,6,3,24
7,5,2,2,0,7
21,16,8,5,2,19
5,4,2,1,0,5
16,12,6,4,1,15
14,11,5,3,1,13
14,11,5,3,1,13
17,13,6,4,1,16
19,15,7,4,1,18
14,11,5,3,1,13
28,22,11,6,3,25
28,22,11,6,3,25
27,21,10,6,2,25
10,8,4,2,1,9
18,14,7,4,1,17
13,10,5,3,1,12
25,20,10,5,2,23
11,8,4,3,1,10
12,9,4,3,1,11
16,12,6,4,2,14
7,5,2,2,0,7
20,16,8,4,2,18
13,10,5,3,1,12
18,14,7,4,1,17
11,8,4,3,1,10
28,22,11,6,2,26
28,22,11,6,2,26
12,9,4,3,1,11
10,8,4,2,1,9
12,9,4,3,1,11
21,16,8,5,2,19
18,14,7,4,2,16
29,23,11,6,3,26
18,14,7,4,1,17
8,6,3,2,1,7
10,8,4,2,1,9
28,22,11,6,2,26
9,7,3,2,1,8
17,13,6,4,1,16
18,14,7,4,1,17
16,12,6,4,2,14
16,12,6,4,1,15
27,21,10,6,3,24
22,17,8,5,2,20
24,19,9,5,2,22
7,5,2,2,0,7
22,17,8,5,2,20
26,20,10,6,2,24
29,23,11,6,2,27
26,20,10,6,2,24
16,12,6,4,1,15
20,16,8,4,2,18
9,7,3,2,1,8
24,19,9,5,2,22
9,7,3,2,1,8
28,22,11,6,2,26
29,23,11,6,2,27
6,4,2,2,0,6
13,10,5,3,1,12
16,12,6,4,2,14
13,10,5,3,1,12
11,8,4,3,1,10
15,12,6,3,1,14
27,21,10,6,2,25
10,8,4,2,1,9
15,12,6,3,1,14
20,16,8,4,2,18
18,14,7,4,2,16
13,10,5,3,1,12
15,12,6,3,1,14
21,16,8,5,2,19
12,9,4,3,1,11
26,20,10,6,2,24
10,8,4,2,1,9
17,13,6,4,1,16
17,13,6,4,1,16
10,8,4,2,1,9
25,20,10,5,2,23
18,14,7,4,2,16
21,16,8,5,2,19
30,24,12,6,3,27
14,11,5,3,1,13
18,14,7,4,1,17
13,10,5,3,1,12
13,10,5,3,1,12
17,13,6,4,1,16
17,13,6,4,1,16
13,10,5,3,1,12
15,12,6,3,1,14
25,20,10,5,2,23
16,12,6,4,1,15
21,16,8,5,2,19
29,23,11,6,2,27
18,14,7,4,2,16
26,20,10,6,3,23
17,13,6,4,1,16
23,18,9,5,2,21
7,5,2,2,0,7
30,24,12,6,3,27
10,8,4,2,1,9
18,14,7,4,2,16
16,12,6,4,1,15
15,12,6,3,1,14
19,15,7,4,1,18
7,5,2,2,0,7
7,5,2,2,0,7
25,20,10,5,3,22
11,8,4,3,1,10
20,16,8,4,2,18
18,14,7,4,2,16
15,12,6,3,1,14
23,18,9,5,2,21
13,10,5,3,1,12
19,15,7,4,1,18
14,11,5,3,1,13
12,9,4,3,1,11
25,20,10,5,3,22
12,9,4,3,1,11
12,9,4,3,1,11
26,20,10,6,2,24
15,12,6,3,1,14
